session_id,timestamp,sample_interval_sec,workflow_block_id,workflow_phase,experiment_type,quality_constraint,experiment_running_flag,monitoring_required_flag,user_interacting_flag,seconds_since_last_ui_interaction,live_view_enabled_flag,continuous_acquisition_display_flag,tile_scan_enabled_flag,tile_count_x,tile_count_y,tile_overlap_pct,planned_scan_area_mm2,preview_resolution_pct,camera_light_usage_index_pct,perf_cpu_pct,perf_gpu_usage_pct,perf_gpu_power_w,perf_disk_write_mb_s,perf_incoming_data_mb_s,processing_items_in_flight,estimated_system_power_w,estimated_energy_wh_interval
Z6G4_S15_001,2026-04-03 08:02:30,15,1,processing,reconstruction_only,medium,False,False,False,165,False,False,False,0,0,0.0,0.0,63.2,10.93,22.213,40.266,45.841,6.86,0.349,4.972,214.181,0.89242
Z6G4_S15_001,2026-04-03 08:02:45,15,1,processing,reconstruction_only,medium,False,False,False,180,False,False,False,0,0,0.0,0.0,58.95,10.22,15.662,44.289,49.015,8.279,0.403,5.581,226.085,0.94202
Z6G4_S15_001,2026-04-03 08:03:00,15,1,processing,reconstruction_only,medium,False,False,False,195,False,False,False,0,0,0.0,0.0,58.72,12.66,24.078,47.34,53.687,9.756,0.222,3.788,220.587,0.91911
Z6G4_S15_001,2026-04-03 08:03:15,15,1,processing,reconstruction_only,medium,False,False,False,210,False,False,False,0,0,0.0,0.0,52.49,13.91,19.333,38.117,42.18,8.376,0.526,5.897,251.311,1.04713
Z6G4_S15_001,2026-04-03 08:03:30,15,1,processing,reconstruction_only,medium,False,False,False,225,False,False,False,0,0,0.0,0.0,54.04,5.6,20.803,40.748,45.88,7.265,0.379,5.153,229.256,0.95523
Z6G4_S15_001,2026-04-03 08:03:45,15,1,processing,reconstruction_only,medium,False,False,False,240,False,False,False,0,0,0.0,0.0,53.86,6.98,18.541,43.785,53.131,8.156,0.547,3.901,218.52,0.9105
Z6G4_S15_001,2026-04-03 08:04:00,15,1,processing,reconstruction_only,medium,False,False,False,255,False,False,False,0,0,0.0,0.0,55.1,18.39,17.536,47.354,51.18,9.118,0.458,4.175,227.674,0.94864
Z6G4_S15_001,2026-04-03 08:04:15,15,1,processing,reconstruction_only,medium,False,False,False,270,False,False,False,0,0,0.0,0.0,59.78,10.64,16.323,38.888,45.289,9.895,0.424,4.205,230.287,0.95953
Z6G4_S15_001,2026-04-03 08:04:30,15,1,processing,reconstruction_only,medium,False,False,False,285,False,False,False,0,0,0.0,0.0,58.88,10.77,23.319,45.715,54.501,8.22,0.216,3.205,241.207,1.00503
Z6G4_S15_001,2026-04-03 08:04:45,15,1,processing,reconstruction_only,medium,False,False,False,300,False,False,False,0,0,0.0,0.0,57.28,10.85,24.384,39.572,43.804,8.772,0.341,4.296,226.692,0.94455
Z6G4_S15_001,2026-04-03 08:05:00,15,1,processing,reconstruction_only,medium,False,False,True,0,False,False,False,0,0,0.0,0.0,63.63,12.27,21.932,35.799,41.912,6.988,0.217,3.597,225.327,0.93886
Z6G4_S15_001,2026-04-03 08:05:15,15,1,processing,reconstruction_only,medium,False,False,False,15,False,False,False,0,0,0.0,0.0,52.69,12.09,18.547,42.689,50.56,8.646,0.601,4.176,222.432,0.9268
Z6G4_S15_001,2026-04-03 08:05:30,15,1,processing,reconstruction_only,medium,False,False,True,0,False,False,False,0,0,0.0,0.0,58.97,12.53,16.747,44.362,50.6,11.021,0.682,3.617,225.701,0.94042
Z6G4_S15_001,2026-04-03 08:05:45,15,1,processing,reconstruction_only,medium,False,False,False,15,False,False,False,0,0,0.0,0.0,55.64,12.95,23.618,41.084,45.721,5.423,0.376,3.45,223.764,0.93235
Z6G4_S15_001,2026-04-03 08:06:00,15,1,processing,reconstruction_only,medium,False,False,False,30,False,False,False,0,0,0.0,0.0,62.5,11.72,14.727,38.132,48.484,6.455,0.235,5.77,251.241,1.04684
Z6G4_S15_001,2026-04-03 08:06:15,15,1,processing,reconstruction_only,medium,False,False,False,45,False,False,False,0,0,0.0,0.0,56.53,13.02,25.186,40.053,45.559,8.933,0.465,3.999,226.929,0.94554
Z6G4_S15_001,2026-04-03 08:06:30,15,1,processing,reconstruction_only,medium,False,False,False,60,False,False,False,0,0,0.0,0.0,57.05,11.2,20.697,41.779,48.633,9.215,0.423,4.581,228.425,0.95177
Z6G4_S15_001,2026-04-03 08:06:45,15,1,processing,reconstruction_only,medium,False,False,False,75,False,False,False,0,0,0.0,0.0,55.11,12.95,19.708,52.373,60.901,8.463,0.286,3.41,237.529,0.9897
Z6G4_S15_001,2026-04-03 08:07:00,15,1,processing,reconstruction_only,medium,False,False,False,90,False,False,False,0,0,0.0,0.0,59.92,6.77,22.782,45.818,49.306,7.434,0.44,4.342,225.663,0.94026
Z6G4_S15_001,2026-04-03 08:07:15,15,1,processing,reconstruction_only,medium,False,False,False,105,False,False,False,0,0,0.0,0.0,56.99,12.46,24.414,33.733,39.573,8.212,0.444,4.002,213.946,0.89144
Z6G4_S15_001,2026-04-03 08:07:30,15,1,processing,reconstruction_only,medium,False,False,False,120,False,False,False,0,0,0.0,0.0,64.91,7.4,22.591,42.686,48.429,6.737,0.35,5.34,232.661,0.96942
Z6G4_S15_001,2026-04-03 08:07:45,15,1,processing,reconstruction_only,medium,False,False,False,135,False,False,False,0,0,0.0,0.0,62.71,13.32,25.232,45.756,53.124,7.644,0.41,3.742,235.917,0.98299
Z6G4_S15_001,2026-04-03 08:08:00,15,1,processing,reconstruction_only,medium,False,False,False,150,False,False,False,0,0,0.0,0.0,61.13,11.43,23.514,47.003,56.295,8.877,0.164,4.246,218.624,0.91093
Z6G4_S15_001,2026-04-03 08:08:15,15,1,processing,reconstruction_only,medium,False,False,False,165,False,False,False,0,0,0.0,0.0,64.04,13.91,17.903,39.945,46.013,6.54,0.299,4.55,237.242,0.98851
Z6G4_S15_001,2026-04-03 08:08:30,15,1,processing,reconstruction_only,medium,False,False,False,180,False,False,False,0,0,0.0,0.0,48.83,12.91,20.216,45.656,54.605,5.524,0.311,4.773,215.347,0.89728
Z6G4_S15_001,2026-04-03 08:08:45,15,1,processing,reconstruction_only,medium,False,False,False,195,False,False,False,0,0,0.0,0.0,59.47,14.54,18.287,47.255,55.029,8.279,0.435,4.516,221.093,0.92122
Z6G4_S15_001,2026-04-03 08:09:00,15,1,processing,reconstruction_only,medium,False,False,False,210,False,False,False,0,0,0.0,0.0,57.39,13.15,22.999,39.766,45.528,9.778,0.288,3.642,229.618,0.95674
Z6G4_S15_001,2026-04-03 08:09:15,15,1,processing,reconstruction_only,medium,False,False,False,225,False,False,False,0,0,0.0,0.0,58.05,15.99,22.57,47.367,54.107,10.793,0.369,2.697,240.834,1.00348
Z6G4_S15_001,2026-04-03 08:09:30,15,1,processing,reconstruction_only,medium,False,False,False,240,False,False,False,0,0,0.0,0.0,58.43,15.93,15.193,38.993,41.841,7.047,0.466,4.719,230.21,0.95921
Z6G4_S15_001,2026-04-03 08:09:45,15,1,processing,reconstruction_only,medium,False,False,False,255,False,False,False,0,0,0.0,0.0,48.76,12.16,18.585,45.838,52.95,8.166,0.514,4.483,232.241,0.96767
Z6G4_S15_001,2026-04-03 08:10:00,15,1,processing,reconstruction_only,medium,False,False,False,270,False,False,False,0,0,0.0,0.0,57.28,12.59,22.462,42.425,49.346,7.681,0.382,4.964,212.056,0.88356
Z6G4_S15_001,2026-04-03 08:10:15,15,1,processing,reconstruction_only,medium,False,False,False,285,False,False,False,0,0,0.0,0.0,52.07,5.0,17.965,46.998,52.078,8.237,0.563,5.362,227.447,0.9477
Z6G4_S15_001,2026-04-03 08:10:30,15,1,processing,reconstruction_only,medium,False,False,False,300,False,False,False,0,0,0.0,0.0,57.61,16.06,20.276,40.65,45.429,6.223,0.267,4.014,234.429,0.97679
Z6G4_S15_001,2026-04-03 08:10:45,15,1,processing,reconstruction_only,medium,False,False,False,315,False,False,False,0,0,0.0,0.0,52.47,13.18,16.878,45.899,51.342,5.803,0.539,3.816,223.729,0.9322
Z6G4_S15_001,2026-04-03 08:11:00,15,1,processing,reconstruction_only,medium,False,False,False,330,False,False,False,0,0,0.0,0.0,55.38,13.28,19.432,45.315,51.773,9.585,0.349,3.119,236.538,0.98557
Z6G4_S15_001,2026-04-03 08:11:15,15,1,processing,reconstruction_only,medium,False,False,False,345,False,False,False,0,0,0.0,0.0,62.46,13.15,19.607,45.395,55.027,10.492,0.41,4.428,236.61,0.98587
Z6G4_S15_001,2026-04-03 08:11:30,15,1,processing,reconstruction_only,medium,False,False,False,360,False,False,False,0,0,0.0,0.0,59.33,11.92,20.942,40.667,43.454,5.512,0.232,3.933,225.654,0.94023
Z6G4_S15_001,2026-04-03 08:11:45,15,1,processing,reconstruction_only,medium,False,False,False,375,False,False,False,0,0,0.0,0.0,62.42,9.11,21.043,42.372,47.684,8.222,0.493,4.029,236.511,0.98546
Z6G4_S15_001,2026-04-03 08:12:00,15,1,processing,reconstruction_only,medium,False,False,False,390,False,False,False,0,0,0.0,0.0,58.03,19.79,20.669,49.733,55.429,8.697,0.391,4.164,221.764,0.92402
Z6G4_S15_001,2026-04-03 08:12:15,15,1,processing,reconstruction_only,medium,False,False,False,405,False,False,False,0,0,0.0,0.0,54.59,14.0,23.256,45.466,50.62,8.545,0.354,5.048,213.349,0.88895
Z6G4_S15_001,2026-04-03 08:12:30,15,1,processing,reconstruction_only,medium,False,False,True,0,False,False,False,0,0,0.0,0.0,50.04,7.51,24.092,47.581,51.763,6.197,0.0,3.865,247.363,1.03068
Z6G4_S15_001,2026-04-03 08:12:45,15,1,processing,reconstruction_only,medium,False,False,False,15,False,False,False,0,0,0.0,0.0,55.76,13.4,15.317,42.811,48.869,7.897,0.519,4.576,233.347,0.97228
Z6G4_S15_001,2026-04-03 08:13:00,15,1,processing,reconstruction_only,medium,False,False,False,30,False,False,False,0,0,0.0,0.0,61.59,16.89,17.09,40.449,49.098,7.77,0.611,3.946,239.64,0.9985
Z6G4_S15_001,2026-04-03 08:13:15,15,1,processing,reconstruction_only,medium,False,False,False,45,False,False,False,0,0,0.0,0.0,59.03,16.69,18.915,40.236,45.327,8.543,0.165,4.81,223.69,0.93204
Z6G4_S15_001,2026-04-03 08:13:30,15,1,processing,reconstruction_only,medium,False,False,False,60,False,False,False,0,0,0.0,0.0,48.42,9.64,14.941,40.695,47.156,7.785,0.362,4.173,229.627,0.95678
Z6G4_S15_001,2026-04-03 08:13:45,15,1,processing,reconstruction_only,medium,False,False,False,75,False,False,False,0,0,0.0,0.0,60.83,13.99,21.155,46.226,52.508,10.442,0.387,4.054,221.972,0.92488
Z6G4_S15_001,2026-04-03 08:14:00,15,1,processing,reconstruction_only,medium,False,False,False,90,False,False,False,0,0,0.0,0.0,53.02,9.33,19.788,45.337,51.173,7.081,0.535,4.892,226.723,0.94468
Z6G4_S15_001,2026-04-03 08:14:15,15,1,processing,reconstruction_only,medium,False,False,False,105,False,False,False,0,0,0.0,0.0,60.19,12.56,15.656,43.728,50.066,6.92,0.428,3.136,238.689,0.99454
Z6G4_S15_001,2026-04-03 08:14:30,15,1,processing,reconstruction_only,medium,False,False,False,120,False,False,False,0,0,0.0,0.0,56.99,13.09,12.77,39.375,44.818,6.713,0.507,5.898,218.587,0.91078
Z6G4_S15_001,2026-04-03 08:14:45,15,1,processing,reconstruction_only,medium,False,False,False,135,False,False,False,0,0,0.0,0.0,58.94,16.83,16.333,44.996,54.389,6.018,0.208,3.961,223.835,0.93265
Z6G4_S15_001,2026-04-03 08:15:00,15,1,processing,reconstruction_only,medium,False,False,False,150,False,False,False,0,0,0.0,0.0,58.97,6.68,21.546,41.69,50.154,7.247,0.305,4.733,234.103,0.97543
Z6G4_S15_001,2026-04-03 08:15:15,15,1,processing,reconstruction_only,medium,False,False,False,165,False,False,False,0,0,0.0,0.0,51.26,13.61,16.897,44.941,47.847,8.536,0.279,3.274,233.711,0.97379
Z6G4_S15_001,2026-04-03 08:15:30,15,1,processing,reconstruction_only,medium,False,False,False,180,False,False,False,0,0,0.0,0.0,55.54,16.35,18.678,44.128,50.46,7.256,0.471,3.873,224.707,0.93628
Z6G4_S15_001,2026-04-03 08:15:45,15,1,processing,reconstruction_only,medium,False,False,False,195,False,False,False,0,0,0.0,0.0,53.84,4.76,24.833,54.197,58.677,5.676,0.353,4.071,226.481,0.94367
Z6G4_S15_001,2026-04-03 08:16:00,15,1,processing,reconstruction_only,medium,False,False,False,210,False,False,False,0,0,0.0,0.0,60.32,13.57,15.517,46.797,56.562,8.206,0.349,4.186,232.922,0.97051
Z6G4_S15_001,2026-04-03 08:16:15,15,1,processing,reconstruction_only,medium,False,False,False,225,False,False,False,0,0,0.0,0.0,52.92,6.81,20.493,42.438,52.012,7.791,0.65,3.417,232.698,0.96958
Z6G4_S15_001,2026-04-03 08:16:30,15,1,processing,reconstruction_only,medium,False,False,True,0,False,False,False,0,0,0.0,0.0,54.52,12.53,23.638,42.705,45.186,7.979,0.265,4.026,227.347,0.94728
Z6G4_S15_001,2026-04-03 08:16:45,15,1,processing,reconstruction_only,medium,False,False,False,15,False,False,False,0,0,0.0,0.0,51.54,13.45,18.432,33.741,41.624,8.327,0.293,3.247,234.686,0.97786
Z6G4_S15_001,2026-04-03 08:17:00,15,1,processing,reconstruction_only,medium,False,False,False,30,False,False,False,0,0,0.0,0.0,67.53,13.26,21.163,43.332,50.799,8.75,0.588,3.883,224.517,0.93549
Z6G4_S15_001,2026-04-03 08:17:15,15,1,processing,reconstruction_only,medium,False,False,False,45,False,False,False,0,0,0.0,0.0,61.16,16.5,18.623,42.301,48.814,7.705,0.543,2.499,221.386,0.92244
Z6G4_S15_001,2026-04-03 08:17:30,15,1,processing,reconstruction_only,medium,False,False,False,60,False,False,False,0,0,0.0,0.0,48.72,9.11,17.255,43.196,51.262,7.706,0.245,4.254,236.393,0.98497
Z6G4_S15_001,2026-04-03 08:17:45,15,1,processing,reconstruction_only,medium,False,False,False,75,False,False,False,0,0,0.0,0.0,54.36,13.68,19.335,46.59,52.233,8.842,0.245,4.29,226.314,0.94298
Z6G4_S15_001,2026-04-03 08:18:00,15,1,processing,reconstruction_only,medium,False,False,False,90,False,False,False,0,0,0.0,0.0,51.75,14.06,18.947,39.911,45.723,9.354,0.058,3.103,220.617,0.91924
Z6G4_S15_001,2026-04-03 08:18:15,15,1,processing,reconstruction_only,medium,False,False,False,105,False,False,False,0,0,0.0,0.0,59.13,14.3,16.58,39.522,46.441,8.07,0.482,4.15,230.225,0.95927
Z6G4_S15_001,2026-04-03 08:18:30,15,1,processing,reconstruction_only,medium,False,False,True,0,False,False,False,0,0,0.0,0.0,61.11,14.42,15.14,35.011,43.264,9.425,0.247,2.812,228.792,0.9533
Z6G4_S15_001,2026-04-03 08:18:45,15,1,processing,reconstruction_only,medium,False,False,False,15,False,False,False,0,0,0.0,0.0,65.19,13.55,18.885,40.427,46.429,7.641,0.248,5.939,242.281,1.00951
Z6G4_S15_001,2026-04-03 08:19:00,15,1,processing,reconstruction_only,medium,False,False,False,30,False,False,False,0,0,0.0,0.0,54.32,14.57,21.919,45.77,53.981,8.762,0.511,4.81,230.726,0.96136
Z6G4_S15_001,2026-04-03 08:19:15,15,1,processing,reconstruction_only,medium,False,False,False,45,False,False,False,0,0,0.0,0.0,58.33,10.33,16.16,50.727,59.649,9.631,0.438,5.381,228.096,0.9504
Z6G4_S15_001,2026-04-03 08:19:30,15,1,processing,reconstruction_only,medium,False,False,False,60,False,False,False,0,0,0.0,0.0,53.63,13.19,20.181,38.789,44.748,7.904,0.67,5.015,228.092,0.95038
Z6G4_S15_001,2026-04-03 08:19:45,15,1,processing,reconstruction_only,medium,False,False,False,75,False,False,False,0,0,0.0,0.0,58.18,11.39,16.753,43.396,47.734,6.5,0.477,4.613,213.706,0.89044
Z6G4_S15_001,2026-04-03 08:20:00,15,1,processing,reconstruction_only,medium,False,False,True,0,False,False,False,0,0,0.0,0.0,61.98,15.18,23.078,44.156,48.258,6.7,0.452,4.603,238.299,0.99291
Z6G4_S15_001,2026-04-03 08:20:15,15,1,processing,reconstruction_only,medium,False,False,False,15,False,False,False,0,0,0.0,0.0,57.47,8.27,19.043,44.869,50.221,7.307,0.438,3.897,222.975,0.92906
Z6G4_S15_001,2026-04-03 08:20:30,15,1,processing,reconstruction_only,medium,False,False,False,30,False,False,False,0,0,0.0,0.0,56.39,12.73,20.82,39.442,44.508,9.725,0.226,2.607,213.105,0.88794
Z6G4_S15_001,2026-04-03 08:20:45,15,1,processing,reconstruction_only,medium,False,False,False,45,False,False,False,0,0,0.0,0.0,58.12,11.65,23.643,33.309,40.435,9.874,0.231,3.996,221.977,0.9249
Z6G4_S15_001,2026-04-03 08:21:00,15,1,processing,reconstruction_only,medium,False,False,False,60,False,False,False,0,0,0.0,0.0,56.69,16.28,25.512,42.656,52.334,8.043,0.663,4.225,229.048,0.95437
Z6G4_S15_001,2026-04-03 08:21:15,15,1,processing,reconstruction_only,medium,False,False,False,75,False,False,False,0,0,0.0,0.0,70.72,14.55,17.878,47.876,52.759,7.412,0.536,4.325,230.229,0.95929
Z6G4_S15_001,2026-04-03 08:21:30,15,1,processing,reconstruction_only,medium,False,False,False,90,False,False,False,0,0,0.0,0.0,59.35,13.27,14.189,46.666,50.369,6.269,0.391,4.367,222.452,0.92688
Z6G4_S15_001,2026-04-03 08:21:45,15,1,processing,reconstruction_only,medium,False,False,False,105,False,False,False,0,0,0.0,0.0,52.63,10.78,18.245,43.814,50.181,6.791,0.509,4.35,212.864,0.88694
Z6G4_S15_001,2026-04-03 08:22:00,15,1,processing,reconstruction_only,medium,False,False,False,120,False,False,False,0,0,0.0,0.0,57.95,11.34,19.69,43.888,50.145,9.137,0.233,3.362,219.253,0.91356
Z6G4_S15_001,2026-04-03 08:22:15,15,1,processing,reconstruction_only,medium,False,False,False,135,False,False,False,0,0,0.0,0.0,62.98,10.71,12.495,37.184,41.659,7.331,0.339,4.331,225.506,0.93961
Z6G4_S15_001,2026-04-03 08:22:30,15,1,processing,reconstruction_only,medium,False,False,False,150,False,False,False,0,0,0.0,0.0,55.3,9.41,21.437,37.857,44.744,8.123,0.378,5.571,223.022,0.92926
Z6G4_S15_001,2026-04-03 08:22:45,15,1,processing,reconstruction_only,medium,False,False,False,165,False,False,False,0,0,0.0,0.0,57.1,8.17,20.21,39.695,44.207,8.476,0.483,3.802,235.899,0.98291
Z6G4_S15_001,2026-04-03 08:23:00,15,1,processing,reconstruction_only,medium,False,False,False,180,False,False,False,0,0,0.0,0.0,63.75,13.59,24.09,36.477,42.017,6.96,0.418,3.843,226.671,0.94446
Z6G4_S15_001,2026-04-03 08:23:15,15,1,processing,reconstruction_only,medium,False,False,False,195,False,False,False,0,0,0.0,0.0,57.32,13.24,19.303,44.303,50.1,8.538,0.575,5.618,230.477,0.96032
Z6G4_S15_001,2026-04-03 08:23:30,15,1,processing,reconstruction_only,medium,False,False,False,210,False,False,False,0,0,0.0,0.0,53.4,11.74,22.821,47.464,53.514,9.064,0.474,5.26,230.315,0.95965
Z6G4_S15_001,2026-04-03 08:23:45,15,1,processing,reconstruction_only,medium,False,False,False,225,False,False,False,0,0,0.0,0.0,59.34,3.21,21.149,29.406,32.489,8.542,0.472,3.37,222.303,0.92626
Z6G4_S15_001,2026-04-03 08:24:00,15,1,processing,reconstruction_only,medium,False,False,False,240,False,False,False,0,0,0.0,0.0,56.06,18.73,19.994,45.632,54.584,8.157,0.25,4.212,227.715,0.94881
Z6G4_S15_001,2026-04-03 08:24:15,15,1,processing,reconstruction_only,medium,False,False,False,255,False,False,False,0,0,0.0,0.0,56.98,9.77,22.773,44.138,49.366,7.873,0.433,4.793,220.002,0.91668
Z6G4_S15_001,2026-04-03 08:24:30,15,1,processing,reconstruction_only,medium,False,False,False,270,False,False,False,0,0,0.0,0.0,62.42,10.76,15.749,45.775,52.413,6.163,0.434,4.888,230.995,0.96248
Z6G4_S15_001,2026-04-03 08:24:45,15,1,processing,reconstruction_only,medium,False,False,False,285,False,False,False,0,0,0.0,0.0,52.38,12.99,19.092,42.069,49.707,9.775,0.669,5.352,227.122,0.94634
Z6G4_S15_001,2026-04-03 08:25:00,15,1,processing,reconstruction_only,medium,False,False,False,300,False,False,False,0,0,0.0,0.0,61.07,12.36,20.392,47.295,52.812,7.125,0.338,4.807,228.024,0.9501
Z6G4_S15_001,2026-04-03 08:25:15,15,1,processing,reconstruction_only,medium,False,False,False,315,False,False,False,0,0,0.0,0.0,60.68,10.88,22.269,45.515,48.77,9.731,0.325,2.976,219.64,0.91517
Z6G4_S15_001,2026-04-03 08:25:30,15,1,processing,reconstruction_only,medium,False,False,False,330,False,False,False,0,0,0.0,0.0,58.21,11.18,18.99,46.479,52.835,8.379,0.461,4.793,211.136,0.87973
Z6G4_S15_001,2026-04-03 08:25:45,15,1,processing,reconstruction_only,medium,False,False,False,345,False,False,False,0,0,0.0,0.0,49.28,12.11,19.986,48.182,56.148,8.243,0.325,4.688,223.777,0.9324
Z6G4_S15_001,2026-04-03 08:26:00,15,1,processing,reconstruction_only,medium,False,False,False,360,False,False,False,0,0,0.0,0.0,61.94,10.33,22.417,46.71,50.465,9.169,0.505,4.382,221.901,0.92459
Z6G4_S15_001,2026-04-03 08:26:15,15,1,processing,reconstruction_only,medium,False,False,False,375,False,False,False,0,0,0.0,0.0,55.85,13.63,17.133,45.75,48.979,7.755,0.416,6.256,216.981,0.90409
Z6G4_S15_001,2026-04-03 08:26:30,15,1,processing,reconstruction_only,medium,False,False,False,390,False,False,False,0,0,0.0,0.0,58.6,13.23,20.355,45.779,51.183,9.745,0.332,5.206,222.845,0.92852
Z6G4_S15_001,2026-04-03 08:26:45,15,1,processing,reconstruction_only,medium,False,False,True,0,False,False,False,0,0,0.0,0.0,53.71,13.37,24.335,43.691,49.112,6.662,0.366,3.026,220.697,0.91957
Z6G4_S15_001,2026-04-03 08:27:00,15,1,processing,reconstruction_only,medium,False,False,False,15,False,False,False,0,0,0.0,0.0,63.28,20.43,18.24,49.741,55.742,7.819,0.465,4.35,228.883,0.95368
Z6G4_S15_001,2026-04-03 08:27:15,15,1,processing,reconstruction_only,medium,False,False,False,30,False,False,False,0,0,0.0,0.0,52.41,7.37,21.96,42.893,47.556,8.01,0.519,4.444,222.752,0.92813
Z6G4_S15_001,2026-04-03 08:27:30,15,1,processing,reconstruction_only,medium,False,False,False,45,False,False,False,0,0,0.0,0.0,57.73,16.74,21.484,47.895,55.984,9.356,0.492,4.779,232.157,0.96732
Z6G4_S15_001,2026-04-03 08:27:45,15,1,processing,reconstruction_only,medium,False,False,False,60,False,False,False,0,0,0.0,0.0,60.8,7.93,17.616,49.214,56.434,9.785,0.359,3.378,226.077,0.94199
Z6G4_S15_001,2026-04-03 08:28:00,15,1,processing,reconstruction_only,medium,False,False,False,75,False,False,False,0,0,0.0,0.0,58.32,15.4,18.916,45.408,49.16,8.54,0.4,3.7,226.113,0.94214
Z6G4_S15_001,2026-04-03 08:28:15,15,1,processing,reconstruction_only,medium,False,False,False,90,False,False,False,0,0,0.0,0.0,56.92,17.31,19.705,43.024,44.678,6.927,0.361,3.751,239.054,0.99606
Z6G4_S15_001,2026-04-03 08:28:30,15,1,processing,reconstruction_only,medium,False,False,False,105,False,False,False,0,0,0.0,0.0,63.15,12.19,20.112,43.645,49.47,10.063,0.052,2.699,223.655,0.93189
Z6G4_S15_001,2026-04-03 08:28:45,15,1,processing,reconstruction_only,medium,False,False,False,120,False,False,False,0,0,0.0,0.0,60.76,13.42,18.847,48.076,55.733,8.221,0.544,4.518,223.508,0.93128
Z6G4_S15_001,2026-04-03 08:29:00,15,1,processing,reconstruction_only,medium,False,False,False,135,False,False,False,0,0,0.0,0.0,58.44,12.0,24.419,34.197,37.651,6.576,0.346,4.096,215.941,0.89976
Z6G4_S15_001,2026-04-03 08:29:15,15,1,processing,reconstruction_only,medium,False,False,False,150,False,False,False,0,0,0.0,0.0,54.56,19.37,25.405,42.353,47.508,6.621,0.114,4.206,220.017,0.91674
Z6G4_S15_001,2026-04-03 08:29:30,15,1,processing,reconstruction_only,medium,False,False,False,165,False,False,False,0,0,0.0,0.0,51.6,9.71,20.446,45.465,52.027,6.415,0.528,3.66,233.063,0.9711
Z6G4_S15_001,2026-04-03 08:29:45,15,1,processing,reconstruction_only,medium,False,False,True,0,False,False,False,0,0,0.0,0.0,52.49,11.05,21.096,46.452,51.847,9.838,0.551,4.095,234.001,0.975
Z6G4_S15_001,2026-04-03 08:30:00,15,1,processing,reconstruction_only,medium,False,False,False,15,False,False,False,0,0,0.0,0.0,65.84,8.32,17.22,49.94,53.326,6.413,0.327,4.636,227.181,0.94659
Z6G4_S15_001,2026-04-03 08:30:15,15,1,processing,reconstruction_only,medium,False,False,False,30,False,False,False,0,0,0.0,0.0,55.3,9.86,17.361,53.127,59.065,9.064,0.327,4.151,222.292,0.92621
Z6G4_S15_001,2026-04-03 08:30:30,15,1,processing,reconstruction_only,medium,False,False,False,45,False,False,False,0,0,0.0,0.0,52.49,6.57,13.251,39.219,47.908,7.947,0.594,4.629,234.26,0.97609
